"2023/10/13 3:58:39 em EEST","The course was in general very good, personally I do not need to use python for my current work and I took it because I see the benefits of knowing  programming. 

I have very little experience programmning and I overall managed to follow the course, I got a bit lost in some parts but I can probably work it out myself (also with ChatGPT). I think it would be more challenging to follow for people with NO experience at all as it was advertised. 

Changing teachers hindered my attention since I get adapted to one and then I need to readapt to another one, I think this was because all three had different teaching approches. So it might not be the teachers per se but their way to prepare the class. For the future, it can be benefitial if you can come up with a similar strategy, logistics, schedule, etc. 

I felt the enviroment was very nice and welcoming, encouraging, always happy to help us and that I really loved!! This might be the most important thing for me, programming feels fun because of this as well.  

Very nice to take breaks often since the span attention reduces over time. 

In a nutshell, I´m happy to have taken this course, I feel I have now a good starting point to keep developing the programing skills myself and I would for sure recommend it. 

Tack tack ;)"
"2023/10/13 3:59:34 em EEST","I think the course was very well organised and we had great help from the organisers. The use of HackMD was excellent, as then it gave opportunity to know what other participants think and what issues they may have. I learned from it. I already have some programing background, but I have leaned new approaches and new ideas specifically regarding testing. I have a suggestion - It would be nice to include some more real scientific data in the exercises, especially when the background and projects of the participants is already known, as we had filled up some information regarding this while registering. "
"2023/10/13 3:59:47 em EEST",""
"2023/10/13 4:00:04 em EEST","The lectures have been immensely valuable in enhancing my grasp of Python coding. I found the exercises and project particularly beneficial for gaining a deeper understanding of each topic, as they provided a step-by-step approach to achieving the final output. To further enhance the learning experience, it might be advantageous to maintain a consistent format throughout all the lectures. I noticed some variations in teaching styles among different instructors, and having a uniform format similar to the initial two days of lectures would help streamline my learning process"
"2023/10/13 4:00:06 em EEST","I want to thank all the TAs. It's been a productive week. However, there are some improvements I'd suggest

1. It would be great to replace the IMDB dataset with something biology-related. 

2. It would be great to give more time for all exercises (and not be so obsessed with the time schedule)

3. It would be great to get more feedback and help during the project, sometimes it's not obvious at all what and how we should write, and the answer ""just google it"" is not a good one to receive.

4. I would also like a clearer explanation of some topics such as functions and libraries. More illustrative examples of how they can be used.

5. It would be great to have more structured presentations (only Richel's ppts were well structured).

6. I would also like to be able to do some alternative type of project. 

Overall it was really nice to start learning python with you!"
"2023/10/13 4:00:06 em EEST","Maybe nicer and more kind for sign-in. Wed morning,  I signed both morning and afternoon just incase of forgotten, and I was blamed so I felt uncomfortable even though I stayed everyday. And interesting part was, there was other people did this before me, so I got indication to do so. But, why I am so special to be picked up to be blamed?

And  for the exercises, the project is little bit of unread and not easy to find patients data (fasta files) in the end. "
"2023/10/13 4:00:18 em EEST","Good thing
* Overall a very good and intense course
* Help was always there if needed
Can be improved
* Have even more interactive things and discussions during the lectures
* More explanations behind the solutions for the exercises :-)
* To give some suggestions when the codes can be applicable in worklife
Course material
* A lot of basics covered
* Good that there were step by step solutions to the exercises
* Nice that there were easier and more difficult exercises depending on peoples background
* Quizzes were very helpful to see were the struggles were
Teachers
*Very engaging and helpful"
"2023/10/13 4:00:47 em EEST","Good content, pacing can be tough for new programmers.
I liked the first day in terms of pacing, the ratio of 20 minutes course and 30 minutes exercise to practice right away is nice. I also like it more when the quizz answers are available on canvas so we can check them whenever we want. 
When the answers are given orally it might be a bit hard not to listen because we have not finished the quizz yet!
Richel in particular went too fast for me... but he is very good at keeping track of breaks, and I wish more people got the same program as his, that tells you when to stop!
I cannot do an exercise in 5 minutes because I might take 4 minutes to figure out how to properly open the file :,)
The hack MD is nice to see answers from everyone (we get influenced though!), but it can be very tricky to keep track of where our line is. Maybe it can be kept but with lots of space between each name? It also takes time to understand which question should be answered where in this document, because the first number we see might actually be the number of the slide or chapter.
Good idea to use hack MD to chat anonymously with the teacher but hard to navigate it overall. I think it should only be kept for questions and spontaneous conversations."
"2023/10/13 4:01:29 em EEST","The pre-course materials and prep were very clear and well-organized. A more detailed outline of study topics including key learning objectives and skills to be mastered (with sample scripts) and how they will be applied in writing programs would be helpful; for instance: many struggled with how to use regexp (which may be more advanced than needed). Use of dictionaries and sys.argv were only cursorily discussed. The two intro days were well structured. The use of statistical analysis was very interesting, and perhaps could be expanded. A more detailed summary discussion with key learnings would be useful."
"2023/10/13 4:02:08 em EEST","Good things: 
- I learned the basic structure of Python and sort data in large documents. I will not remember all the details, but I will probably consult the course material later on to repeat some basic things and use chatGPT for help with solutions. 
- I liked the lecturing structure of the days that had review quiz/lecture/quiz, it helped my memory.
- The teachers were nice, including and competent!

Improvements: 
- I would have appreciated a small introduction to write the basics commands to open files in the terminal and how to use the notebook (very shortly). Alternatively to some (Youtube) videos/tutorials could be added to the precourse material to describe this. 
-The lecturing on wednesday became hard for me to follow since I am too new to programming, and I could not take part in the excersises as I wanted.
"
"2023/10/13 4:03:39 em EEST","
Something good about the course – I think that the course is well organized and I can honestly say I learned very much about coding in python even as a beginner.  The lectures, exercises, and py quizzes were very good. Including lunch and fika everyday is very nice : ). The bonus dinner was also very nice : ).

Something about the teachers – In general, all the teachers were very good and they all had their own teaching styles which I really appreciate. I can honestly say I learned something from every teacher. 

But maybe when we ask a question don’t just say “Google it!”. We as scientists use google and/or chatGTP on a daily basis but when we come to a classroom it’s nice to get some guidance or help with the questions that we have and not just “Google it!” as a response.

"
